City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
513,Severnoye,RU,56.35,78.36,43.07,96,7,9.44,"{'coord': {'lon': 78.36, 'lat': 56.35}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 43.07, 'feels_like': 35.94, 'temp_min': 43.07, 'temp_max': 43.07, 'pressure': 1007, 'humidity': 96, 'sea_level': 1007, 'grnd_level': 992}, 'visibility': 10000, 'wind': {'speed': 9.44, 'deg': 281}, 'clouds': {'all': 7}, 'dt': 1599159997, 'sys': {'country': 'RU', 'sunrise': 1599177390, 'sunset': 1599226502}, 'timezone': 25200, 'id': 1492607, 'name': 'Severnoye', 'cod': 200}"
514,Asilah,MA,35.47,-6.03,78.8,47,0,27.51,"{'coord': {'lon': -6.03, 'lat': 35.47}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 78.8, 'feels_like': 65.46, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1014, 'humidity': 47}, 'visibility': 10000, 'wind': {'speed': 27.51, 'deg': 80}, 'clouds': {'all': 0}, 'dt': 1599159997, 'sys': {'type': 1, 'id': 2416, 'country': 'MA', 'sunrise': 1599112697, 'sunset': 1599158933}, 'timezone': 3600, 'id': 2557055, 'name': 'Asilah', 'cod': 200}"
515,Palermo,IT,37.82,13.58,73.0,70,20,5.66,"{'coord': {'lon': 13.58, 'lat': 37.82}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 70.66, 'feels_like': 70.9, 'temp_min': 66, 'temp_max': 73, 'pressure': 984, 'humidity': 70}, 'visibility': 10000, 'wind': {'speed': 5.66, 'deg': 26}, 'clouds': {'all': 20}, 'dt': 1599159998, 'sys': {'type': 3, 'id': 2007649, 'country': 'IT', 'sunrise': 1599107866, 'sunset': 1599154354}, 'timezone': 7200, 'id': 2523918, 'name': 'Province of Palermo', 'cod': 200}"
516,Killybegs,IE,54.63,-8.45,59.0,71,85,16.11,"{'coord': {'lon': -8.45, 'lat': 54.63}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 57.36, 'feels_like': 47.86, 'temp_min': 55, 'temp_max': 59, 'pressure': 1013, 'humidity': 71}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 250}, 'clouds': {'all': 85}, 'dt': 1599159998, 'sys': {'type': 1, 'id': 1555, 'country': 'IE', 'sunrise': 1599111921, 'sunset': 1599160871}, 'timezone': 3600, 'id': 2963295, 'name': 'Killybegs', 'cod': 200}"
517,Batagay-Alyta,RU,67.8,130.41,43.12,78,100,2.95,"{'coord': {'lon': 130.41, 'lat': 67.8}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 43.12, 'feels_like': 38.64, 'temp_min': 43.12, 'temp_max': 43.12, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 952}, 'visibility': 10000, 'wind': {'speed': 2.95, 'deg': 169}, 'clouds': {'all': 100}, 'dt': 1599159998, 'sys': {'country': 'RU', 'sunrise': 1599163000, 'sunset': 1599215914}, 'timezone': 32400, 'id': 2027042, 'name': 'Batagay-Alyta', 'cod': 200}"
518,Northam,GB,51.03,-4.22,60.01,90,51,11.01,"{'coord': {'lon': -4.22, 'lat': 51.03}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 58.98, 'feels_like': 54.68, 'temp_min': 57.99, 'temp_max': 60.01, 'pressure': 1019, 'humidity': 90}, 'visibility': 10000, 'wind': {'speed': 11.01, 'deg': 232, 'gust': 17}, 'clouds': {'all': 51}, 'dt': 1599159998, 'sys': {'type': 3, 'id': 2005965, 'country': 'GB', 'sunrise': 1599111246, 'sunset': 1599159516}, 'timezone': 3600, 'id': 2641434, 'name': 'Northam', 'cod': 200}"
519,Pahrump,US,36.21,-115.98,100.0,10,0,1.99,"{'coord': {'lon': -115.98, 'lat': 36.21}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 92.08, 'feels_like': 86.81, 'temp_min': 82, 'temp_max': 100, 'pressure': 1009, 'humidity': 10}, 'visibility': 10000, 'wind': {'speed': 1.99, 'deg': 264, 'gust': 5.01}, 'clouds': {'all': 0}, 'dt': 1599159999, 'sys': {'type': 3, 'id': 2002538, 'country': 'US', 'sunrise': 1599139062, 'sunset': 1599185332}, 'timezone': -25200, 'id': 5509851, 'name': 'Pahrump', 'cod': 200}"
520,Luanda,AO,-8.84,13.23,73.4,78,20,9.17,"{'coord': {'lon': 13.23, 'lat': -8.84}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 73.4, 'feels_like': 74.01, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1012, 'humidity': 78}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 190}, 'clouds': {'all': 20}, 'dt': 1599159738, 'sys': {'type': 1, 'id': 2173, 'country': 'AO', 'sunrise': 1599109668, 'sunset': 1599152720}, 'timezone': 3600, 'id': 2240449, 'name': 'Luanda', 'cod': 200}"
521,Taua,BR,-5.97,-40.3,92.84,22,100,10.04,"{'coord': {'lon': -40.3, 'lat': -5.97}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 92.84, 'feels_like': 86.83, 'temp_min': 92.84, 'temp_max': 92.84, 'pressure': 1008, 'humidity': 22, 'sea_level': 1008, 'grnd_level': 963}, 'visibility': 10000, 'wind': {'speed': 10.04, 'deg': 104}, 'clouds': {'all': 100}, 'dt': 1599159999, 'sys': {'country': 'BR', 'sunrise': 1599122421, 'sunset': 1599165655}, 'timezone': -10800, 'id': 3386568, 'name': 'Tauá', 'cod': 200}"
522,Mbini,GQ,1.57,9.61,78.8,94,40,9.17,"{'coord': {'lon': 9.61, 'lat': 1.57}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 78.8, 'feels_like': 85.15, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 180}, 'clouds': {'all': 40}, 'dt': 1599159999, 'sys': {'type': 1, 'id': 2047, 'country': 'GQ', 'sunrise': 1599110212, 'sunset': 1599153912}, 'timezone': 3600, 'id': 2308278, 'name': 'Mbini', 'cod': 200}"
523,Cairns,AU,-16.92,145.77,69.8,88,75,9.17,"{'coord': {'lon': 145.77, 'lat': -16.92}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 68.88, 'feels_like': 69.08, 'temp_min': 68, 'temp_max': 69.8, 'pressure': 1015, 'humidity': 88}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 160}, 'clouds': {'all': 75}, 'dt': 1599159746, 'sys': {'type': 1, 'id': 9490, 'country': 'AU', 'sunrise': 1599164487, 'sunset': 1599207056}, 'timezone': 36000, 'id': 2172797, 'name': 'Cairns', 'cod': 200}"
524,Vendome,FR,47.8,1.07,75.2,43,0,5.82,"{'coord': {'lon': 1.07, 'lat': 47.8}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 72.39, 'feels_like': 68.83, 'temp_min': 69.01, 'temp_max': 75.2, 'pressure': 1021, 'humidity': 43}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 220}, 'clouds': {'all': 0}, 'dt': 1599160000, 'sys': {'type': 1, 'id': 6531, 'country': 'FR', 'sunrise': 1599110237, 'sunset': 1599157986}, 'timezone': 7200, 'id': 2970110, 'name': 'Vendôme', 'cod': 200}"
525,Xichang,CN,27.9,102.26,68.77,73,100,1.1,"{'coord': {'lon': 102.26, 'lat': 27.9}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 68.77, 'feels_like': 71.35, 'temp_min': 68.77, 'temp_max': 68.77, 'pressure': 1013, 'humidity': 73, 'sea_level': 1013, 'grnd_level': 848}, 'visibility': 10000, 'wind': {'speed': 1.1, 'deg': 52}, 'rain': {'1h': 0.11}, 'clouds': {'all': 100}, 'dt': 1599160000, 'sys': {'country': 'CN', 'sunrise': 1599173474, 'sunset': 1599218949}, 'timezone': 28800, 'id': 1789647, 'name': 'Xichang', 'cod': 200}"
526,Bilibino,RU,68.05,166.44,30.6,93,69,5.75,"{'coord': {'lon': 166.44, 'lat': 68.05}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 30.6, 'feels_like': 23.34, 'temp_min': 30.6, 'temp_max': 30.6, 'pressure': 1022, 'humidity': 93, 'sea_level': 1022, 'grnd_level': 988}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 32}, 'clouds': {'all': 69}, 'dt': 1599160000, 'sys': {'country': 'RU', 'sunrise': 1599154268, 'sunset': 1599207356}, 'timezone': 43200, 'id': 2126682, 'name': 'Bilibino', 'cod': 200}"
527,Noyabrsk,RU,63.2,75.45,48.81,78,69,13.4,"{'coord': {'lon': 75.45, 'lat': 63.2}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 48.81, 'feels_like': 39.51, 'temp_min': 48.81, 'temp_max': 48.81, 'pressure': 1009, 'humidity': 78, 'sea_level': 1009, 'grnd_level': 995}, 'visibility': 10000, 'wind': {'speed': 13.4, 'deg': 351}, 'clouds': {'all': 69}, 'dt': 1599160000, 'sys': {'country': 'RU', 'sunrise': 1599177161, 'sunset': 1599228128}, 'timezone': 18000, 'id': 1496503, 'name': 'Noyabrsk', 'cod': 200}"
528,Williston,US,48.15,-103.62,68.0,38,0,7.0,"{'coord': {'lon': -103.62, 'lat': 48.15}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 66.9, 'feels_like': 60.84, 'temp_min': 64.99, 'temp_max': 68, 'pressure': 1014, 'humidity': 38}, 'visibility': 10000, 'wind': {'speed': 7, 'deg': 328, 'gust': 17}, 'clouds': {'all': 0}, 'dt': 1599159813, 'sys': {'type': 3, 'id': 2009760, 'country': 'US', 'sunrise': 1599135360, 'sunset': 1599183103}, 'timezone': -18000, 'id': 5692947, 'name': 'Williston', 'cod': 200}"
529,Coihueco,CL,-36.62,-71.83,59.0,54,40,3.36,"{'coord': {'lon': -71.83, 'lat': -36.62}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 57, 'feels_like': 52.99, 'temp_min': 55, 'temp_max': 59, 'pressure': 1020, 'humidity': 54}, 'visibility': 10000, 'wind': {'speed': 3.36, 'deg': 280}, 'clouds': {'all': 40}, 'dt': 1599160001, 'sys': {'type': 1, 'id': 8483, 'country': 'CL', 'sunrise': 1599131065, 'sunset': 1599172142}, 'timezone': -14400, 'id': 3894406, 'name': 'Coihueco', 'cod': 200}"
530,Shar,KZ,49.59,81.05,64.89,75,100,2.77,"{'coord': {'lon': 81.05, 'lat': 49.59}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 64.89, 'feels_like': 65.46, 'temp_min': 64.89, 'temp_max': 64.89, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 971}, 'visibility': 10000, 'wind': {'speed': 2.77, 'deg': 61}, 'rain': {'1h': 0.4}, 'clouds': {'all': 100}, 'dt': 1599160001, 'sys': {'country': 'KZ', 'sunrise': 1599177369, 'sunset': 1599225232}, 'timezone': 21600, 'id': 1519275, 'name': 'Shar', 'cod': 200}"
531,Rosarito,MX,32.33,-117.03,78.8,64,20,11.41,"{'coord': {'lon': -117.03, 'lat': 32.33}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 77.59, 'feels_like': 76.21, 'temp_min': 75.2, 'temp_max': 78.8, 'pressure': 1015, 'humidity': 64}, 'visibility': 10000, 'wind': {'speed': 11.41, 'deg': 280}, 'clouds': {'all': 20}, 'dt': 1599160001, 'sys': {'type': 1, 'id': 5113, 'country': 'MX', 'sunrise': 1599139500, 'sunset': 1599185398}, 'timezone': -25200, 'id': 3988392, 'name': 'Rosarito', 'cod': 200}"
532,Boshnyakovo,RU,49.63,142.17,59.77,89,53,8.12,"{'coord': {'lon': 142.17, 'lat': 49.63}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 59.77, 'feels_like': 57.25, 'temp_min': 59.77, 'temp_max': 59.77, 'pressure': 1018, 'humidity': 89, 'sea_level': 1018, 'grnd_level': 989}, 'visibility': 10000, 'wind': {'speed': 8.12, 'deg': 101}, 'clouds': {'all': 53}, 'dt': 1599160002, 'sys': {'country': 'RU', 'sunrise': 1599162682, 'sunset': 1599210589}, 'timezone': 39600, 'id': 2126493, 'name': 'Boshnyakovo', 'cod': 200}"
533,Acapulco,MX,16.86,-99.89,86.0,74,90,5.82,"{'coord': {'lon': -99.89, 'lat': 16.86}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 86, 'feels_like': 94.12, 'temp_min': 86, 'temp_max': 86, 'pressure': 1009, 'humidity': 74}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 260}, 'clouds': {'all': 90}, 'dt': 1599159937, 'sys': {'type': 1, 'id': 7103, 'country': 'MX', 'sunrise': 1599135994, 'sunset': 1599180679}, 'timezone': -18000, 'id': 3533462, 'name': 'Acapulco de Juárez', 'cod': 200}"
534,Meiktila,MM,20.87,95.87,79.12,85,100,5.88,"{'coord': {'lon': 95.87, 'lat': 20.87}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 79.12, 'feels_like': 85.71, 'temp_min': 79.12, 'temp_max': 79.12, 'pressure': 1009, 'humidity': 85, 'sea_level': 1009, 'grnd_level': 981}, 'visibility': 10000, 'wind': {'speed': 5.88, 'deg': 170}, 'rain': {'1h': 0.28}, 'clouds': {'all': 100}, 'dt': 1599160002, 'sys': {'country': 'MM', 'sunrise': 1599175275, 'sunset': 1599220214}, 'timezone': 23400, 'id': 1309793, 'name': 'Meiktila', 'cod': 200}"
535,Xifeng,CN,42.74,124.72,56.53,95,100,15.79,"{'coord': {'lon': 124.72, 'lat': 42.74}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 56.53, 'feels_like': 49.23, 'temp_min': 56.53, 'temp_max': 56.53, 'pressure': 1000, 'humidity': 95, 'sea_level': 1000, 'grnd_level': 971}, 'visibility': 10000, 'wind': {'speed': 15.79, 'deg': 231}, 'rain': {'1h': 0.79}, 'clouds': {'all': 100}, 'dt': 1599160002, 'sys': {'country': 'CN', 'sunrise': 1599167351, 'sunset': 1599214294}, 'timezone': 28800, 'id': 2033866, 'name': 'Xifeng', 'cod': 200}"
536,Sulangan,PH,11.14,123.72,84.27,71,100,3.42,"{'coord': {'lon': 123.72, 'lat': 11.14}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 84.27, 'feels_like': 92.01, 'temp_min': 84.27, 'temp_max': 84.27, 'pressure': 1009, 'humidity': 71, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 3.42, 'deg': 142}, 'rain': {'1h': 0.12}, 'clouds': {'all': 100}, 'dt': 1599160003, 'sys': {'country': 'PH', 'sunrise': 1599168918, 'sunset': 1599213206}, 'timezone': 28800, 'id': 1685422, 'name': 'Sulangan', 'cod': 200}"
537,Rawson,AR,-43.3,-65.1,58.14,35,97,18.57,"{'coord': {'lon': -65.1, 'lat': -43.3}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 58.14, 'feels_like': 43.92, 'temp_min': 58.14, 'temp_max': 58.14, 'pressure': 1007, 'humidity': 35, 'sea_level': 1007, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 18.57, 'deg': 258}, 'clouds': {'all': 97}, 'dt': 1599160003, 'sys': {'country': 'AR', 'sunrise': 1599129779, 'sunset': 1599170199}, 'timezone': -10800, 'id': 3839307, 'name': 'Rawson', 'cod': 200}"
538,Lorengau,PG,-2.02,147.27,81.81,77,98,5.59,"{'coord': {'lon': 147.27, 'lat': -2.02}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 81.81, 'feels_like': 88.36, 'temp_min': 81.81, 'temp_max': 81.81, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 5.59, 'deg': 127}, 'clouds': {'all': 98}, 'dt': 1599160003, 'sys': {'country': 'PG', 'sunrise': 1599163672, 'sunset': 1599207152}, 'timezone': 36000, 'id': 2092164, 'name': 'Lorengau', 'cod': 200}"
539,Chalakudi,IN,10.3,76.34,78.8,94,75,3.36,"{'coord': {'lon': 76.34, 'lat': 10.3}, 'weather': [{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 78.8, 'feels_like': 88.43, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1008, 'humidity': 94}, 'visibility': 4000, 'wind': {'speed': 3.36, 'deg': 80}, 'clouds': {'all': 75}, 'dt': 1599160003, 'sys': {'type': 1, 'id': 9211, 'country': 'IN', 'sunrise': 1599180316, 'sunset': 1599224546}, 'timezone': 19800, 'id': 1266452, 'name': 'Chalakudi', 'cod': 200}"
540,Asau,RO,46.43,26.4,61.0,99,100,3.2,"{'coord': {'lon': 26.4, 'lat': 46.43}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 61, 'feels_like': 62.74, 'temp_min': 61, 'temp_max': 61, 'pressure': 1020, 'humidity': 99}, 'visibility': 10000, 'wind': {'speed': 3.2, 'deg': 305}, 'rain': {'1h': 1.27}, 'clouds': {'all': 100}, 'dt': 1599159703, 'sys': {'type': 3, 'id': 2033571, 'country': 'RO', 'sunrise': 1599104253, 'sunset': 1599151814}, 'timezone': 10800, 'id': 686090, 'name': 'Asău', 'cod': 200}"
541,Cartagena Del Chaira,CO,1.33,-74.84,90.36,48,8,2.59,"{'coord': {'lon': -74.84, 'lat': 1.33}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 90.36, 'feels_like': 95.52, 'temp_min': 90.36, 'temp_max': 90.36, 'pressure': 1009, 'humidity': 48, 'sea_level': 1009, 'grnd_level': 986}, 'visibility': 10000, 'wind': {'speed': 2.59, 'deg': 236}, 'rain': {'1h': 0.11}, 'clouds': {'all': 8}, 'dt': 1599160004, 'sys': {'country': 'CO', 'sunrise': 1599130484, 'sunset': 1599174168}, 'timezone': -18000, 'id': 3792382, 'name': 'Cartagena del Chairá', 'cod': 200}"
542,Nyaunglebin,MM,17.95,96.73,77.05,94,100,4.43,"{'coord': {'lon': 96.73, 'lat': 17.95}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 77.05, 'feels_like': 85.03, 'temp_min': 77.05, 'temp_max': 77.05, 'pressure': 1009, 'humidity': 94, 'sea_level': 1009, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 4.43, 'deg': 138}, 'rain': {'1h': 0.51}, 'clouds': {'all': 100}, 'dt': 1599160004, 'sys': {'country': 'MM', 'sunrise': 1599175171, 'sunset': 1599219906}, 'timezone': 23400, 'id': 1303406, 'name': 'Nyaunglebin', 'cod': 200}"
543,Noumea,NC,-22.28,166.46,62.6,67,75,8.05,"{'coord': {'lon': 166.46, 'lat': -22.28}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 62.6, 'feels_like': 58.55, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1021, 'humidity': 67}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 150}, 'clouds': {'all': 75}, 'dt': 1599159847, 'sys': {'type': 1, 'id': 7344, 'country': 'NC', 'sunrise': 1599159700, 'sunset': 1599201914}, 'timezone': 39600, 'id': 2139521, 'name': 'Noumea', 'cod': 200}"
544,Goderich,CA,43.75,-81.72,80.01,64,0,23.71,"{'coord': {'lon': -81.72, 'lat': 43.75}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 79.66, 'feels_like': 72.21, 'temp_min': 79, 'temp_max': 80.01, 'pressure': 1000, 'humidity': 64}, 'visibility': 10000, 'wind': {'speed': 23.71, 'deg': 212}, 'clouds': {'all': 0}, 'dt': 1599160004, 'sys': {'type': 3, 'id': 2008021, 'country': 'CA', 'sunrise': 1599130406, 'sunset': 1599177547}, 'timezone': -14400, 'id': 5962442, 'name': 'Goderich', 'cod': 200}"
545,Lompoc,US,34.64,-120.46,70.0,77,40,11.41,"{'coord': {'lon': -120.46, 'lat': 34.64}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 65.01, 'feels_like': 61, 'temp_min': 60.8, 'temp_max': 70, 'pressure': 1016, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 11.41, 'deg': 270}, 'clouds': {'all': 40}, 'dt': 1599160005, 'sys': {'type': 1, 'id': 4747, 'country': 'US', 'sunrise': 1599140215, 'sunset': 1599186329}, 'timezone': -25200, 'id': 5367788, 'name': 'Lompoc', 'cod': 200}"
546,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,41,40,14.99,"{'coord': {'lon': -67.5, 'lat': -45.87}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 57.2, 'feels_like': 45.45, 'temp_min': 57.2, 'temp_max': 57.2, 'pressure': 1006, 'humidity': 41}, 'visibility': 10000, 'wind': {'speed': 14.99, 'deg': 290}, 'clouds': {'all': 40}, 'dt': 1599160005, 'sys': {'type': 1, 'id': 8284, 'country': 'AR', 'sunrise': 1599130498, 'sunset': 1599170631}, 'timezone': -10800, 'id': 3860443, 'name': 'Comodoro Rivadavia', 'cod': 200}"
547,Morondava,MG,-20.28,44.28,74.25,71,0,8.21,"{'coord': {'lon': 44.28, 'lat': -20.28}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 74.25, 'feels_like': 74.57, 'temp_min': 74.25, 'temp_max': 74.25, 'pressure': 1015, 'humidity': 71, 'sea_level': 1015, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 8.21, 'deg': 213}, 'clouds': {'all': 0}, 'dt': 1599160005, 'sys': {'country': 'MG', 'sunrise': 1599102592, 'sunset': 1599144895}, 'timezone': 10800, 'id': 1058381, 'name': 'Morondava', 'cod': 200}"
548,Pisco,PE,-13.7,-76.22,66.2,63,20,18.34,"{'coord': {'lon': -76.22, 'lat': -13.7}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 64.78, 'feels_like': 55.06, 'temp_min': 63, 'temp_max': 66.2, 'pressure': 1013, 'humidity': 63}, 'visibility': 10000, 'wind': {'speed': 18.34, 'deg': 220}, 'clouds': {'all': 20}, 'dt': 1599159871, 'sys': {'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1599131280, 'sunset': 1599174034}, 'timezone': -18000, 'id': 3932145, 'name': 'Pisco', 'cod': 200}"
549,Raga,SS,8.46,25.68,70.84,95,100,1.97,"{'coord': {'lon': 25.68, 'lat': 8.46}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.84, 'feels_like': 77.04, 'temp_min': 70.84, 'temp_max': 70.84, 'pressure': 1012, 'humidity': 95, 'sea_level': 1012, 'grnd_level': 950}, 'visibility': 10000, 'wind': {'speed': 1.97, 'deg': 113}, 'clouds': {'all': 100}, 'dt': 1599159834, 'sys': {'country': 'SS', 'sunrise': 1599106137, 'sunset': 1599150276}, 'timezone': 10800, 'id': 368246, 'name': 'Raja', 'cod': 200}"
550,Pangody,RU,65.85,74.49,47.98,77,100,19.04,"{'coord': {'lon': 74.49, 'lat': 65.85}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 47.98, 'feels_like': 35.26, 'temp_min': 47.98, 'temp_max': 47.98, 'pressure': 1013, 'humidity': 77, 'sea_level': 1013, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 19.04, 'deg': 355}, 'clouds': {'all': 100}, 'dt': 1599160005, 'sys': {'country': 'RU', 'sunrise': 1599176896, 'sunset': 1599228854}, 'timezone': 18000, 'id': 1495626, 'name': 'Pangody', 'cod': 200}"
551,Batemans Bay,AU,-35.72,150.18,55.0,73,100,2.26,"{'coord': {'lon': 150.18, 'lat': -35.72}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 50.27, 'feels_like': 47.17, 'temp_min': 44.01, 'temp_max': 55, 'pressure': 1013, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 2.26, 'deg': 301}, 'clouds': {'all': 100}, 'dt': 1599160006, 'sys': {'type': 3, 'id': 2010627, 'country': 'AU', 'sunrise': 1599164110, 'sunset': 1599205316}, 'timezone': 36000, 'id': 2176639, 'name': 'Batemans Bay', 'cod': 200}"
552,Mango,US,27.98,-82.31,96.01,59,75,3.8,"{'coord': {'lon': -82.31, 'lat': 27.98}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 93.65, 'feels_like': 103.14, 'temp_min': 91.4, 'temp_max': 96.01, 'pressure': 1016, 'humidity': 59}, 'visibility': 10000, 'wind': {'speed': 3.8, 'deg': 128}, 'rain': {'1h': 0.51}, 'clouds': {'all': 75}, 'dt': 1599160006, 'sys': {'type': 1, 'id': 6165, 'country': 'US', 'sunrise': 1599131354, 'sunset': 1599176883}, 'timezone': -14400, 'id': 4163318, 'name': 'Mango', 'cod': 200}"
